query_id,rank,doc_id,content
Q03,1,204146,"Towards a Shared European Logistics Intelligent Information Space: SELIS is aimed at delivering a ‘platform for pan-European logistics applications’ by: - Embracing a wide spectrum of logistics perspectives and creating a unifying operational and strategic business innovation agenda for pan European Green Logistics. - Establishing an exceptionally strong consortium of logistics stakeholders and ICT providers, that can leverage EU IP from over 40 projects so as to create proof of concept Common Communication and navigation platforms for pan-European logistics applications in month 18 deployed in 8 living labs (LLs) representing the principal logistics communities.. - Establishing a research and innovation environment using the LLs to provide data than can be used for discovery of new insights that will enable continuous value creation supporting the large scale adoption of SELIS. The proposed Shared European Logistics Intelligent Information Space, SELIS, is a network of logistic communities’ specific shared intelligent information spaces termed SELIS Community Nodes (SCN). SCNs are constructed by individual logistics communities to facilitate the next generation of collaborative, responsive and agile green transportation chains. SCNs link with their participants’ existing systems through a secure infrastructure and provide shared information and tools for data acquisition and use, according to a 'cooperation agreement'. Connected nodes, provide a distributed common communication and navigation platform for Pan European logistics applications. Each"
Q03,2,204146,"transportation chains. SCNs link with their participants’ existing systems through a secure infrastructure and provide shared information and tools for data acquisition and use, according to a 'cooperation agreement'. Connected nodes, provide a distributed common communication and navigation platform for Pan European logistics applications. Each Node decides what information wishes to publish and what information wants to subscribe to. The SELIS Community Node (SCN) concept represents the evolution of a longline of research in this area. The fundamental principle is that it provides a ‘lightweight ICT structure’ to enable information sharing for collaborative sustainable logistics for all at strategic and operational levels."
Q03,3,206408,"Content Integration: SESAR 2020 Programme aims to modernise and harmonise the European ATM System from operational and technological perspective. It will develop and validate different ATM solutions that will contribute to achieving its high level performance objectives. In this complex context, it is crucial to have a transversal activity that generates a consolidated big picture of the future European ATM System – the SESAR 2020 Concept of Operations, the High Level Architecture options, Services and the associated performance results. In SESAR2020 this important task will be under the responsibility of PJ19 – Content Integration. The other main task of the PJ19 will be to provide steering guidance, principles and frameworks to support and facilitate the production and the integration of the content produced by SESAR2020 Solution and Enabling projects. It will enable the assessment of the overall performance of the SESAR Solutions brought together against the performance improvements expectations. It will provide the main input for the future updates of the European ATM Master Plan. PJ19 will bring together 16 partners. The broad representation of experts from the European Air Navigation Service Providers, Airports, Airborne and Ground industries and Network Manager will provide the necessary skills to successfully and efficiently carry out the project tasks and to meet the expectations of the SJU. PJ19 will produce a set of deliverables that consolidate the SESAR2020 Programme outcomes and provide an integrated reference material on a yearly basis. All these tasks will be performed in collaboration with all SESAR 2020"
Q03,4,203398,"improved decision making and maintenance, improve fab digitalization and virtualization, and enable automation systems for agile distributed production. SemI40’s value chain oriented consortium consists of 37 project partners from 5 European countries. SemI40 involves a vertical and horizontal supply chain and spans expertise and partners from raw material research, process and assembly innovation and pilot line, up to various application domains representing enhanced smart systems. Through advancing manufacturing of electronic components and systems, SemI40 contributes to safeguard more than 20.000 jobs of people directly employed in the participating facilities, and in total more than 300.000 jobs of people employed at all industry partners’ facilities worldwide."
Q03,5,205935,"Initial Trajectory Information Sharing: ""DIGITS will contribute to reinforce the “Enabling Aviation infrastructure” key feature of SESAR 2020 by demonstrating the ATM benefits that can be realized through the use of downlinked 4D trajectory data in ground systems. The project proposes, in a close to operational environment and in fully representative operational conditions, a set of tightly coordinated development and demonstration actions of key airborne and ground stakeholders in Europe. The airborne industry will develop up to certification the worldwide first airborne unit capable of downlinking ADS-C data according to ATN Baseline 2 standard in compliance with PCP AF#6 (Initial Trajectory Information Sharing). The ANSPs and ground industry will build up pre-operational system platforms capable of receiving and processing ADS-C data including the Extended Projected Profile (EPP). These platforms will e.g. display the shared trajectory data to controllers on their working positions and integrate it in the Flight data Processing systems for the enhancement of the ground Trajectory Prediction. DIGITS plans to have revenue flights becoming available gradually as from mid 2018. These commercial flights will downlink ADS-C data to be processed in ATM ground systems of four participating ANSPs, covering together a substantial part of European airspace and air traffic under a variety of operational conditions. Demonstrations will be done in a shadow"
Q03,6,213548,"(covering both IIoT and IoT); and will be offered through an open API. SEMIoTICS consortium consists of strong European industry (Siemens, Engineering, STMicroelectronics), innovative SMEs (Sphynx, Iquadrat, BlueSoft) and academic partners (FORTH, Uni Passau, CTTC) covering the whole value chain of IoT, local embedded analytics and their programmable connectivity to the cloud IoT platforms with associated security and privacy. The consortium is striving for a common vision of creating EU’s technological capability of innovative IoT landscape both at European and international level."
Q03,7,204772,"Architecture for EurOpean Logistics Information eXchange: Supply chain visibility supported by easy access to, and exchange and use of relevant and abundant logistics-related information is an important prerequisite for the deployment of pan-European logistics solutions that are needed to increase efficiency and productivity, and to reduce environmental impact. Although there is a proliferative development of logistics-related data stores, information channels, information management systems and data mining facilities, with both international and intermodal focus, this multitude of solutions exhibits a high degree of fragmentation, due to differences in user requirements, data models, system specification and business models. This legacy situation severely hampers the optimal use of logistics-related information. To overcome this fragmentation and lack of connectivity of ICT-based information systems for logistics decision making, AEOLIX will establish a cloud-based collaborative logistics ecosystem for configuring and managing (logistics-related) information pipelines. This digital business ecosystem will create visibility across the supply chain, enabling more sustainable and efficient transport of goods cross Europe. An essential element of the approach is to ensure that for logistics actors connecting to and using the ecosystem in undemanding and has a low level of complexity. We envision the ecosystem enabling the integration of supply-chain-related transport business processes through logistics software solutions for cloud-based connectivity and"
Q03,8,206576,"Integrated Airport Operations: "" This project PJ28 which is part of the SESAR 2020 Multi annual Program (S2020 MAWP) for the period 2016-2019, will demonstrate the benefits that specific promising SESAR solutions will bring in a large and two mid-size airports, where traffic congestion daily takes place during the peak season and where new SESAR solutions are expected to assist controllers in their duty. PJ28 proposal addresses the topic “Integrated Airport Operations” with the topic identifier “SESAR.IR-VLD.Wave1-28-2015” as stated in the 2020 MAWP Cluster D.1 High Performing Airport Operations (pages 500-507). As being part of the Very Large Scale Demonstrations in the Industrial Research &amp; Validation phase, developed under the SJU Private Public Partnership SESAR2020) the objective of PJ28 is perform Very Large Scale Demonstrations (VLD) addressing airport related topics with V3 maturity in SESAR1. In detail, this PJ28 proposal focusses on four Air Traffic Management (ATM) sub-functionalities requested by the Pilot Common Project (PCP Commission Implementation Regulation IR N° 716/2014), all part of ATM Functionality #2 – Airport Integration and Throughput (AF#2) and it will conduct these in a close to operational environment. Doing so, PJ28 will play an active role in the de-risking of the later"
Q03,9,197934,"European Exascale System Interconnect and Storage: ExaNeSt will develop, evaluate, and prototype the physical platform and architectural solution for a unified Communication and Storage Interconnect and the physical rack and environmental structures required to deliver European Exascale Systems. The consortium brings technology, skills, and knowledge across the entire value chain from computing IP to packaging and system deployment; and from operating systems, storage, and communication to HPC with big data management, algorithms, applications, and frameworks. Building on a decade of advanced R&amp;D, ExaNeSt will deliver the solution that can support exascale deployment in the follow-up industrial commercialization phases. Using direction from the ETP4HPC roadmap and soon-available high density and efficiency compute, we will model, simulate, and validate through prototype, a system with: 1. High throughput, low latency connectivity, suitable for exascale-level compute, their storage, and I/O, with congestion mitigation, QoS guarantees, and resilience. 2. Support for distributed storage located with the compute elements providing low latency that non-volatile memories require, while reducing energy, complexity, and costs. 3. Support for task-to-data sw locality models to ensure minimum data communication energy overheads and property maintenance in databases. 4. Hyper-density system integration scheme that"
Q03,10,205420,"Collaboration Network for Industry, Manufacturing, Business and Logistics in Europe: NIMBLE: collaboration Network for Industry, Manufacturing, Business and Logistics in Europe will develop the infrastructure for a cloud-based, Industrie 4.0, Internet-of-things-enabled B2B platform on which European manufacturing firms can register, publish machine-readable catalogs for products and services, search for suitable supply chain partners, negotiate contracts and supply logistics, and develop private and secure B2B and M2M information exchange channels to optimise business work flows. The infrastructure will be developed as open source software under an Apache-type, permissive license. The governance model is a federation of platforms for multi-sided trade, with mandatory interoperation functions and optional added-value business functions that can be provided by third parties. This will foster the growth of a net-centric business ecosystem for sustainable innovation and fair competition as envisaged by the Digital Agenda 2020. Prospective NIMBLE providers can take the open source infrastructure and bundle it with sectoral, regional or functional added value services and launch a new platform in the federation. Internet platforms need fast adoption rates and the work plan reflects this: we start attracting early adopters from day one and develop the initial, working platform in year one. Added-value business functions follow in year two and final validation at large scale, involving"
Q03,11,194894,"that are required to facilitate these Agendas. These objectives will be implemented through the involvement, for the first time, of representatives of all relevant transport modes and European Technology Platforms within one single collaborative initiative. The ETPs will develop a framework for long-term cooperation between actors from all transport modes that will support the cohesive and coordinated approaches to research and innovation strategies that will facilitate the delivery of a truly integrated transport system. The potential impact of SETRIS for the transport sector is extremely significant and the successful outcome of SETRIS is essential for Europe’s transport future. SETRIS will impact by defining comprehensive, credible and realistic implementation plans for joint SRIAs in a coordinated framework of running ETPs. This is a leap forward is cooperation between the ETPs and has been fully supported by the ETPs."
Q03,12,206408,"carry out the project tasks and to meet the expectations of the SJU. PJ19 will produce a set of deliverables that consolidate the SESAR2020 Programme outcomes and provide an integrated reference material on a yearly basis. All these tasks will be performed in collaboration with all SESAR 2020 projects throughout an interactive, continuous and iterative process on all aspects of content integration. PJ19 deliverables will support the SJU to assess the maturity of the SESAR Solutions for delivery to the SESAR Deployment Manager, to monitor the SESAR2020 Programme execution and to support the SJU decision making."
Q03,13,193825,"logistics information systems will be adapted to exchange and store shipment authenticated data between all stakeholders, ensuring the traceability of goods, management of status changes while drawing up an objective review of the sharing of added value between the various stakeholders of a shared supply chain. A web service application will be set up for continuously supervising transactions and support to the orchestration decision making process. A truly interdisciplinary collaboration between GNSS, wireless sensors, logistics information systems, urban logistics and freight transport experts is set up to meet the objectives. The consortium gathers 8 EU partners committed within 2-year project to disseminate results towards potential customers and confirm the conditions for a successful larger scale deployment."
Q03,14,206021,"22 will develop an efficient approach based on a data-centric, data-driven rather than document-based paradigm. SE-DMF will be set up as a service and run in a secured IaaS infrastructure to enable cost reduction, high level of ROI, ease of use and scalability. The project will support the SESAR Solution Maturity Lifecycle and Gates. Another challenge is to identify a set of strategic validation tools and interoperability solutions to improve the SESAR 2020 validation process. Maintaining and improving the development methodologies for the SESAR solution and VLSD projects together with managing the catalogue of the V&amp;V and Demonstration Platforms and associated documentation describing their current capabilities and their planned evolution is under the scope of the project."
Q03,15,206402,"the capability of the SESAR 1 SWIM design-time (static) registry by acting as a real-time directory, used to dynamically discover and connect to deployed SWIM services, suited best for the current request during operation, like the internet’s Domain Name Service. This will provide the consumers with an efficient access to the SWIM services, thus facilitating cost-effective operation. The companies involved in this project are the only ones that can deliver this kind of result. Not on their own – but as the unique cooperation between air navigation service providers and air and ground industry. This ensures the capabilities not only to come up with the concepts and develop prototypes, but also to provide sustainable results usable throughout Europe."
Q03,16,199370,"Efficient and cost-effective intermodal road-rail container freight system: There is a very high potential to improve the sustainability and performance of the European freight transport and logistics industry by moving road-based transport towards more sustainable transportation means, namely rail, which currently represent a very small share in Europe. Safe Green Logistics (SGL) in consortium with PVF Schinenfahrzeuge, aim at demonstrating an efficient and cost-effective freight logistics system based on multimodal transport as an alternative to road-based freight transport. The innovation is based upon a truck/train container transfer system (CTS) and a disruptive re-organization of the freight logistical networks. By bringing the disruptive SAFE-CTS concept to market, SGL will drastically optimize the entire inland freight value chain, through cheaper, faster and greener transportation of goods. It will empower a paradigm shift by moving part of the increasing freight transport demand to more efficient multimodal rail-road transport logistics. SAFE-CTS project will focus on demonstrating the SAFE-CTS technology in a pilot point-to-point route transporting cargo between Melnik in Czech Republic and the Port of Aalborg in Denmark. This will be the first step towards showcasing the concept and validating the technology under real operational environment, thus representing a key milestone for overcoming prevailing market entrance"
Q03,17,209715,"Open network of hyper connected logistics clusters towards Physical Internet: “If we want to reach the EU objective on modal shift for all transportation beyond 300 km and attract and strengthen competitiveness of local industries at the same time, we need to drive the development of a network of hyper connected logistics multimodal clusters and their influence areas”. Clusters 2.0 Consortium Clusters 2.0. vision is to leverage the full potential of European Logistics Clusters for an efficient and fully integrated transport system in Europe making optimal use of an Open Network of Logistics Clusters and hubs starting with. Zaragoza (PLAZA), Duisburg (Duisport), Lille (Dourges), Bologna-Trieste (Interporto/port of Trieste), Brussels (BruCargo), London (Heathrow), Pireaus (PCT), Trelleborg (Port), while keeping neutral the environmental and local impacts such as congestion, noise, land use and local pollution levels. Cluster 2.0 objectives and areas of intervention are: Increase the engagement, performance and coordination of terminals and hubs at cluster level targeting: i) increase by 50% the freight managed in the cluster whit current infrastructure, ii) Double the value added activities and iii) increase economic impact in local economies by 5% yearly while keeping neutral local environmental impacts. Build a hyper connected network of logistics hubs and clusters targeting: i) increase average door-to-door vehicle load factor up"
Q03,18,205812,"combined with a near-real-time European data analysis and assimilation system. The main objective of EUNADICS-AV is to close this gap in data and information availability, enabling all stakeholders in the aviation system to obtain fast, coherent and consistent information. This would allow a seamless response on a European scale, including ATM, ATC, airline flight dispatching and individual flight planning. In the SESAR 2020 Programme Execution Framework, EUNADICS-AV is a SESAR Enabling project (project delivering SESAR Technological Solutions). The project aims at passing a SESAR maturity level V2, which includes respective service validation activities, including validation exercises. Work will be also done to prepare a full V3 validation."
Q03,19,205057,"SESCOM Business Intelligence platform for energy saving and smart facility management: SESCOM has invented a Smart Facility Management Model, which has been successfully applied in management of premises of global leading companies like H&amp;M or LPP. The model leads to substantial reduction of operational expenses and energy costs. Recently SESCOM decided to put business intelligence software in the very core of its services in order to provide facility owners with tools to optimize energy use on the basis of data analytical approach. The overall aim of SES-BI is to design and deploy to the global markets a business intelligence platform for energy-efficient facility management in B2B context. This will be accomplished as SESCOM will: 1. Redesign, develop and mature SESCOM IT solutions into a full-grade Business Intelligence platform (SESBI). 2. Deliver necessary analytical algorithms for advanced data processing that will reflect conceptual model and methodology of energy-auditing policies and directives implemented in European states in result of EP directive no. 2012/27/EU and regulation no. 517/2014. 3. Implement business intelligence services based on data exchange between all stakeholders in operations network for recommendations and decision-making in energy efficiency domain. 4. Conduct validation campaigns of the targeted system in cooperation with global retail brands (e.g. H&amp;M). 5. Expand on the international markets in Europe, starting from de"
Q03,20,194851,"serves as hub for transparent information and knowledge transfer on function approaches, experiences and lessons-learned by stakeholders active in the initial deployment. To ensure European-wide seamless (cross-border) interoperability and end-user experiences, CODECS develops a harmonised standards profile supporting a growing amount of C-ITS services. To address key organisational and technology related issues, CODECS will derive a strategic common road map from preferences of the involved stakeholders, giving direction for innovation, testing, standardisation and deployment beyond Day One. CODECS also supports future C-ITS common deployment by achieving a clear understanding on policies, roles and responsibilities. CODECS does convey these insights to the C-ITS deployment platform initiated by the European Commission and also to the Amsterdam Group."
Q03,21,206402,"SWIM Technical Infrastructure: Single European Sky – the vision is clearly described in the European ATM Master Plan. Reaching the goals for the European Airspace is only possible with focused and extensive technical developments on European level. One of the major challenges is making sure every actor in ATM has the right information at the right time and in a consistent manner, as ATM information is the key to many concepts developed in SESAR. Extensive research was conducted in SESAR 1 under this topic called “System-Wide Information Management (SWIM)”. Our project addresses the technical infrastructure of SWIM as an enabler to the other projects. It will build on the SESAR 1 research results by integrating the aircraft on the one hand and the military stakeholders on the other hand into the SWIM infrastructure. The aircraft is an essential provider of information with regard to the flight trajectory and an information user, e.g. for meteorological information, which ensures a more efficient flight progress. Integration with the military will contribute to a more complete picture of the traffic situation. Both aspects will improve trajectory based operations and thus improve the experience for the passengers. The common runtime registry will extend the capability of the SESAR 1 SWIM design-time (static) registry by acting as a real-time directory, used to dynamically discover and connect to deployed SWIM services, suited best for the current request during operation, like the internet’s Domain Name Service."
Q03,22,200096,"the regulatory framework for SE financing. • the implementation and operation of a crowd-investing platform designed to raise equity capital from a multitude of investors (the crowd) for SE projects in Austria. • the structured origination and implementation of SE investment actions utilizing the new financing instruments and regulatory changes. SEFIPA covers the whole spectrum of identification (call for investment actions, screening Lab members ́ portfolios, conducting roadshows etc.), evaluation and implementation of investment actions. The consortium will monitor these actions in order to be able to provide a sound evaluation of the suitability and success of the realized instruments including their impact."
Q03,23,204772,"is to ensure that for logistics actors connecting to and using the ecosystem in undemanding and has a low level of complexity. We envision the ecosystem enabling the integration of supply-chain-related transport business processes through logistics software solutions for cloud-based connectivity and interaction, in order to support more efficient collaboration in the logistics supply chain than exists today. By enabling low-complexity and low cost connectivity of local ICT platforms and systems and thereby scalable, trusted and secure exchange of information, AEOLIX will improve the overall competitiveness of goods transport in the supply chain, while simultaneously targeting sustainability from environmental, economic and social perspectives."
Q03,24,204168,"Airport- Collaborative Decision Making) amongst others. Following the two grounding principles of automation in SESAR, TACO project aims at: defining algorithms and solutions to automate and optimize both the decision making and implementation tasks for the controller involved in the ground movement of airport vehicles and aircraft; identifying and providing the controller with suitable and usable tools to supervise (monitor, tune and re-program) the system; studying the interaction between the human actors and the automation. Main focus will be on the identification of sensitive state transaction from a (fully) automated management system to conditions where the human is brought into the loop to handle situations where his/her cognitive resources are essential."
Q03,25,198743,"SEIMED services to enhance innovation management capacity of SME's KAM services: Innovation support by the Enterprise Europe Network - SEIMED to enhance the innovation management capacity of SMEs &amp; services as key account managers for the SME Instrument beneficiaries in the regions of Comunidad Valenciana y Murcia. In order to enhance SME innovation management capacity, we will support SME ́s to implement truly effective processes in order to become more competitive and have a pro-active attitude towards the changing business environment. The traditional approach to innovation is insufficient to make a qualitative leap in competitiveness and facilitate the renewal of the company. Our purpose within this programme is to accompany the enterprise in the process of diagnostic audit, definition of an action plan and the implementation of an innovation management system. It is necessary to create a system that could continuously generate innovation and not only erratic and sporadic progress. This service will be implemented as comprehensive seven-day service packages following the processes and guidelines that are laid down for this purpose. It will be delivered by suitably qualified senior innovation experts and be linked to the other support services of the Enterprise Europe Network SEIMED."
Q03,26,199915,"ITY4EU project to involve a large group of stakeholders in the process. The participation will be strengthened by a visualisation-based story map process. The successful implementation of the vision for the future transport and mobility system of Europe will require a continuous cross-modal and inter-stakeholder dialogue and collaboration. For this purpose will the developed action plan also contain the blueprint for the implementation of a sustainable and continuous European Transport and Mobility Forum beyond the duration of the project, e.g. in the form of a new European Technology Platform. The work will be complemented by extensive networking and engagement activities and by dissemination with special focus on young generations and transport users in general."
Q03,27,208324,"SEIMED Innovation Management Support: Innovation support by the Enterprise Europe Network - SEIMED to enhance the innovation management capacity of SMEs &amp; services as key account managers for the SME Instrument beneficiaries in the regions of Comunidad Valenciana y Murcia. In order to enhance SME innovation management capacity, we will support SME ́s to implement truly effective processes in order to become more competitive and have a pro-active attitude towards the changing business environment. The traditional approach to innovation is insufficient to make a qualitative leap in competitiveness and facilitate the renewal of the company. Our purpose within this programme is to accompany the enterprise in the process of diagnostic audit, definition of an action plan and the implementation of an innovation management system. It is necessary to create a system that could continuously generate innovation and not only erratic and sporadic progress. This service will be implemented as a comprehensive seven-day service packages following the processes and guidelines that are laid down for this purpose. It will be delivered by suitably qualified senior innovation experts and be linked to the other support services of the Enterprise Europe Network SEIMED."
Q03,28,200563,"COmbining Probable TRAjectories: SESAR implementation will result in an environment using extensive and intensive planning to address complexity imbalances and reduce potential conflicts. Accurate planning requires quantifying forecast accuracy at all planning horizons with the main challenge of combining trajectories with different levels of accuracy.A quality indicator giving the forecast accuracy could enhance the situation: It has to combine uncertainties associated to traffic predictions and to trajectory predictions composing traffic. COPTRA aims to propose, in a TBO, an efficient method to build probabilistic traffic forecasts on the basis of flight trajectory predictions. Its main objective is: Using the improvements brought to Trajectory Prediction by the future TBO environment; bring measurable improvements to Traffic Prediction in ATC Planning, specifically to the prediction of occupancy counts. COPTRA objective is refined in 3 sub-objectives corresponding to its research work packages: 1. Define the concept of probabilistic trajectory and its prediction (WP2). 2. Using the definition of probabilistic trajectory, define the concept of probabilistic traffic situation and study how probabilistic traffic situations can be built by combining probabilistic trajectories (WP3). 3. Apply probabilistic traffic situations to ATC planning (WP4). The management work packages encompass project management (WP1), results dissemination (WP5) and project conclusion ("
Q03,29,206575,"customer experience, and foster new business models. TransformingTransport will address seven pilot domains of major importance for the mobility and logistics sector in Europe: (1) Smart High-ways, (2) Sustainable Vehicle Fleets, (3) Proactive Rail Infrastructures, (4) Ports as Intelligent Logistics Hubs, (5) Efficient Air Transport, (6) Multi-modal Urban Mobility, (7) Dynamic Supply Chains. The TransformingTransport consortium combines knowledge and solutions of major European ICT and Big Data technology providers together with the competence and experience of key European industry players in the mobility and logistics domain."
Q03,30,201754,"offers a solution to the European challenge by allowing for accurate digital 3D data that can be obtained 4 times faster, less expensive and safer. The aim of the SEGU (SEwer inventory system to safeGUard waste water infrastructures) project is to ensure market introduction of a Waste Water Infrastructure Data Service within EU28 as well as proper management of waste water infrastructure. This feasibility study will focus on partner search, study of market mechanisms, local legislation / restrictions, and will result in an extensive business plan towards an EU strategy. Specifically, phase I entails: - Market mechanisms analysis - Business models assessment (services of big data) - (Local) regulations &amp; legislations - Financial verifications &amp; impacts on Business plan Phase II funding will be applied for to develop and build demonstrators to validate and set-up full scale database roll-out."
Q04,1,214253,"Polyglot and Hybrid Persistence Architectures for Big Data Analytics: The need for levels of availability and scalability beyond those supported by relational databases has led to the emergence of a new generation of purpose-specific databases grouped under the term NoSQL. In general, NoSQL databases are designed with horizontal scalability as a primary concern and deliver increased availability and fault-tolerance at a cost of temporary inconsistency and reduced durability of data. To balance the requirements for data consistency and availability, organisations increasingly migrate towards hybrid data persistence architectures comprising both relational and NoSQL databases. The consensus is that this trend will only become stronger in the future; critical data will continue to be stored in ACID (predominately relational) databases while non-critical data will be progressively migrated to high-availability NoSQL databases. Moreover, as the volume and the value of natural language content constantly grows, built-in support for sophisticated text processing in data persistence architectures is increasingly becoming essential. The aim of TYPHON is to provide a methodology and an integrated technical offering for designing, developing, querying and evolving scalable architectures for persistence, analytics and monitoring of large volumes of hybrid (relational, graph-based, document-based, natural language etc.) data. TYPHON brings"
Q04,2,207381,"A Rigorous Approach to Consistency in Cloud Databases: Modern Internet services store data in novel cloud databases, which partition and replicate the data across a large number of machines and a wide geographical span. To achieve high availability and scalability, cloud databases need to maximise the parallelism of data processing. Unfortunately, this leads them to weaken the guarantees they provide about data consistency to applications. The resulting programming models are very challenging to use correctly, and we currently do not have advanced methods and tools that would help programmers in this task. The goal of the project is to develop a synergy of novel reasoning methods, static analysis tools and database implementation techniques that maximally exploit parallelism inside cloud databases, while enabling application programmers to ensure correctness. We intend to achieve this by first developing methods for reasoning formally about how weakening the consistency guarantees provided by cloud databases affects application correctness and the parallelism allowed inside the databases. This will build on techniques from the areas of programming languages and software verification. The resulting theory will then serve as a basis for practical implementation techniques and tools that harness database parallelism, but only to the extent such that its side effects do not compromise application correctness. The proposed project is high-risk, because it aims not only to develop a rigorous theory of consistency in cloud databases, but also to apply it to practical systems design. The"
Q04,3,210935,"Charting a New Horizon of Big and Fast Data Analysis through Integrated Algorithm Design: This proposal addresses a pressing need from emerging big data applications such as genomics and data center monitoring: besides the scale of processing, big data systems must also enable perpetual, low-latency processing for a broad set of analytical tasks, referred to as big and fast data analysis. Today’s technology falls severely short for such needs due to the lack of support of complex analytics with scale, low latency, and strong guarantees of user performance requirements. To bridge the gap, this proposal tackles a grand challenge: “How do we design an algorithmic foundation that enables the development of all necessary pillars of big and fast data analysis?” This proposal considers three pillars: 1) Parallelism: There is a fundamental tension between data parallelism (for scale) and pipeline parallelism (for low latency). We propose new approaches based on intelligent use of memory and workload properties to integrate both forms of parallelism. 2) Analytics: The literature lacks a large body of algorithms for critical order-related analytics to be run under data and pipeline parallelism. We propose new algorithmic frameworks to enable such analytics. 3) Optimization: To run analytics, today's big data systems are best effort only. We transform such systems into a principled optimization framework that suits the new characteristics of big data infrastructure and adapt"
Q04,4,211482,"New-generation database capacity planning optimization: Megatrends of outsourcing, virtualization and migration of data to the cloud lead companies to invest massively in IT infrastructure. This is due to current capacity planning techniques being based on manual estimations with very limited automatization to anticipate necessary growth. Based on their estimates, they invest in excess resources, leading to an over dimensioned infrastructure in which 30 to 50% of capacity is not used. DB PRO have developed a unique and patented new-generation solution that allows capacity optimisation of large scale data platforms achieving savings above 50% from traditional approaches: Governor. Our tool is based on server consolidation, an approach to the efficient use of computer server resources to reduce the total number of servers than an organisation requires. Governor® software enables companies to save in licensing and services fees by giving an accurate system’s capacity optimization without compromising databases’ performance. Since 2015, we have been able to test a Beta version of our technology at a real company client. In 2016 we developed Governor®5.0, a version with new features applicable to physical environments, which has also been tested at another company. In both cases the companies achieved savings of 50%. We have since also signed a partnership with Crayon, one of the largest Software Asset Management (SAM) and licence reseller of Microsoft licenses companies in Norther Europe. With our next GOVERNOR generation, we will adapt our technology to target virtual environments (75% of current servers"
Q04,5,213081,"High-performance data-centric stack for big data applications and operations: The new data-driven industrial revolution highlights the need for big data technologies to unlock the potential in various application domains. To this end, BigDataStack delivers a complete high-performant stack of technologies addressing the emerging needs of data operations and applications. The stack is based on a frontrunner infrastructure management system that drives decisions according to data aspects thus being fully scalable, runtime adaptable and performant for big data operations and data-intensive applications. BigDataStack promotes automation and quality and ensures that the provided data are meaningful, of value and fit-for-purpose through its Data as a Service offering that addresses the complete data path with approaches for data cleaning, modelling, semantic interoperability, and distributed storage. BigDataStack introduces a pioneering technique for seamless analytics which analyses data in a holistic fashion across multiple data stores and locations, handling analytics on both data in flight and at rest. Complemented with an innovative CEP running in federated environments for real-time cross-stream processing, predictive algorithms and process mining, BigDataStack offers a complete suite for big data analytics. BigDataStack holistic solution incorporates approaches for data-focused application analysis and dimensioning, and process modelling towards increased performance, agility and efficiency."
Q04,6,206178,"architecture. Both the operational database and the in-memory analytics engine will be optimized to fully exploit this hardware and deliver predictable performance. Additionally, CloudDBAppliance will deal with the need to tolerate catastrophic cloud data centres failures (e.g. a fire or natural disaster) providing data redundancy across cloud data centres."
Q04,7,209846,"High-Performance Indexing for Emerging GPU-Coupled Databases: ""Index structures are foundational to the performance of database systems and large-scale simulations. Even small advances in indexing can therefore have widespread, sweeping impact on both industry competitiveness and scientific productivity. The confluence of several hardware trends is setting the stage for disruptive innovation in database indexing: deescalating costs of memory make it feasible to organise most of the """"hot"""", frequently accessed data in memory rather than on disk; and increasingly commonplace accelerators such as graphics processing units (GPUs) offer large-scale parallelism with a lower energy footprint. Thus, in-memory indexing that exploits GPUs could be much cheaper, faster, and greener. However, effectively incorporating GPUs into computation is a principal research challenge. To idle the powerful multicore system in favour of exclusively using the GPU connected to it, as done currently, is to squander valuable resources. On the other hand, the GPU has a vastly different computational model, so cannot straight-forwardly leverage multicore techniques. The challenges in handling this dichotomy, in fact, will cross-cut many research areas as the heterogeneity in the compute ecosystem becomes ubiquitous in parallel processing. Building on preliminary results that suggest common data structures processed by"
Q04,8,210935,"parallelism. We propose new algorithmic frameworks to enable such analytics. 3) Optimization: To run analytics, today's big data systems are best effort only. We transform such systems into a principled optimization framework that suits the new characteristics of big data infrastructure and adapts to meet user performance requirements. The scale and complexity of the proposed algorithm design makes this project high-risk, at the same time, high-gain: it will lay a solid foundation for big and fast data analysis, enabling a new integrated parallel processing paradigm, algorithms for critical order-related analytics, and a principled optimizer with strong performance guarantees. It will also broadly enable accelerated information discovery in emerging domains such as genomics, as well as economic benefits of early, well-informed decisions and reduced user payments."
Q04,9,214253,"and an integrated technical offering for designing, developing, querying and evolving scalable architectures for persistence, analytics and monitoring of large volumes of hybrid (relational, graph-based, document-based, natural language etc.) data. TYPHON brings together research partners with a long track record of conducting internationally-leading research on software modelling, domain-specific languages, text mining and data migration, and of delivering research results in the form of robust and widely-used open-source software, industrial partners active in the automotive, earth observation, banking, and motorway operation domains, an industrial advisory board of world-class experts in the fields of databases, business intelligence and analytics, and large-scale data management, and a global consortium including more than 400 organisations from all sectors of IT."
